No,Tình,Tên cụm,Loại cụm,Mô tả,Một số điểm trong cụm,Tiếp giáp
134,Quảng Trị,Đông Hà,Cụm lớn,"Du lịch trung tâm đô thị lịch sử, thăm các di tích chiến trường xưa, nghĩa trang tri ân và trải nghiệm thương mại, ẩm thực địa phương.","• Thành phố Đông Hà

• Chợ Đông Hà

• Công viên Lê Duẩn

• Nghĩa trang Liệt sĩ Quốc gia Đường 9

• Cầu Đông Hà

• Bảo tàng Quảng Trị

• Di tích Chốt thép Thạch Hãn

• Nhà lưu niệm Tổng Bí thư Lê Duẩn (Triệu Phong)","Vĩnh Linh, La Vang, Khe Sanh, Phong Điền (Thừa Thiên Huế)"
135,Quảng Trị,La Vang,Cụm nhỏ,"Hành hương trung tâm tâm linh Công giáo lớn nhất Việt Nam, thăm di tích lịch sử Thành cổ huyền thoại và du lịch bãi biển hoang sơ.","• Trung tâm Hành hương Đức Mẹ La Vang

• Thành cổ Quảng Trị

• Sông Thạch Hãn

• Bãi biển Mỹ Thủy (Hải Lăng)

• Trăm Gian / Chợ Sãi

• Bãi biển Vinh Quang","Đông Hà, Khe Sanh, Phong Điền (Thừa Thiên Huế)"
136,Quảng Trị,Khe Sanh,Cụm nhỏ,"Khám phá di tích lịch sử căn cứ chiến trường Đường 9 - Khe Sanh, du lịch sinh thái đại ngàn, chinh phục đèo núi và giao thương cửa khẩu.","• Thị trấn Khe Sanh

• Sân bay Tà Cơn

• Căn cứ Làng Vây

• Cửa khẩu Quốc tế Lao Bảo

• Danh thắng Cầu Đakrông

• Thác Tà Puồng

• Đèo Sa Mút

• Đường Hồ Chí Minh qua Hướng Hóa","Vĩnh Linh, Đông Hà, La Vang, Phong Nha (Quảng Bình), A Lưới (Thừa Thiên Huế)"
137,Hà Tĩnh,Hà Tĩnh,Cụm lớn,"Du lịch đô thị trung tâm, thăm các công trình kiến trúc văn hóa, di tích tâm linh và thưởng thức ẩm thực đặc sản thành phố.","• Thành phố Hà Tĩnh

• Văn Miếu Hà Tĩnh

• Chợ Hà Tĩnh

• Núi Nài & Chùa Cảm Sơn

• Tượng đài Thành Sen

• Công viên Trần Phú

• Khu sinh thái Đồng Ta Lên

• Hồ Báo Quốc","Hồng Lĩnh, Thiên Cầm, Đồng Lộc"
138,Hà Tĩnh,Thiên Cầm,Cụm lớn,"Nghỉ dưỡng biển nước xanh cát trắng, khám phá hồ thủy lợi Kẻ Gỗ đại ngàn, thăm làng chài hải sản và di tích danh nhân.","• Bãi biển Thiên Cầm

• Hồ Kẻ Gỗ

• Bãi biển Thạch Hải

• Hải đăng Cửa Nhượng

• Làng chài & Chợ cá Cửa Nhượng

• Núi Thiên Cầm & Chùa Cầm Sơn

• Khu lưu niệm Cố Tổng Bí thư Hà Huy Tập

• Bãi biển Quỳnh Viên

• Khu du lịch sinh thái Quỳnh Viên

• Bãi biển Thạch Bằng","Hà Tĩnh, Kỳ Anh, Đồng Lộc, Vũ Quang"
139,Hà Tĩnh,Hồng Lĩnh,Cụm lớn,"Hành hương ""Hoan Châu đệ nhất danh thắng"" chùa núi, thăm di tích di sản thế giới Nguyễn Du, du lịch biển và đền chùa tâm linh.","• Quần thể danh thắng Núi Hồng Lĩnh

• Chùa Hương Tích (Hà Tĩnh)

• Khu di tích Quốc gia Đặc biệt Đại thi hào Nguyễn Du (Tiên Điền)

• Bãi biển Xuân Thành

• Đền Chợ Củi (Đền Quan Hoàng Mười Hà Tĩnh)

• Chùa Chân Tiên

• Sân golf Xuân Thành

• Cầu Bến Thủy (đoạn Hà Tĩnh)","Hà Tĩnh, Đồng Lộc, Hương Sơn"
140,Hà Tĩnh,Đồng Lộc,Cụm nhỏ,"Thăm di tích lịch sử quốc gia đặc biệt thanh niên xung phong, hành hương đền chùa cổ, du lịch hồ núi và cắm trại dã ngoại.","• Khu di tích Lịch sử Quốc gia Đặc biệt Ngã ba Đồng Lộc

• Đền Cả - Dinh đô Quan Hoàng Mười

• Hồ Bằng Sơn

• Chùa Hang (Đức Thọ)

• Khu lưu niệm Cố Tổng Bí thư Trần Phú (Đức Thọ)

• Làng đóng thuyền Trường Xuân

• Di tích Bến Tam Soa","Hà Tĩnh, Hồng Lĩnh, Thiên Cầm, Hương Sơn, Vũ Quang"
141,Hà Tĩnh,Hương Sơn,Cụm nhỏ,"Tắm khoáng nóng sinh thái đại ngàn, tìm hiểu di tích Đại danh y Hải Thượng Lãn Ông, du lịch đường 8A và giao thương cửa khẩu.","• Khu du lịch sinh thái Nước nóng Sơn Kim

• Cửa khẩu Quốc tế Cầu Treo

• Khu di tích Hải Thượng Lãn Ông Lê Hữu Trác (Mộ & Nhà lưu niệm)

• Chùa Nhiễu

• Sông Ngàn Phố

• Đường 8A qua Hương Sơn","Đồng Lộc, Vũ Quang, Hồng Lĩnh"
142,Hà Tĩnh,Vũ Quang,Cụm nhỏ,"Thám hiểm Vườn quốc gia đa dạng sinh học, du lịch lòng hồ Ngàn Trươi, săn mây đồi chè và di tích căn cứ Cần Vương.","• Vườn quốc gia Vũ Quang

• Hồ Ngàn Trươi

• Di tích Căn cứ Cần Vương Vũ Quang (Bè Tè)

• Đồi chè Hương Trà (Hương Khê)

• Thác Đập Trại

• Thác Vũ Quang

• Hồ Sông Rác (đoạn Hương Khê)

• Đường Hồ Chí Minh qua Hương Khê","Đồng Lộc, Hương Sơn, Thiên Cầm, Kỳ Anh, Phong Nha (Quảng Bình)"
143,Hà Tĩnh,Kỳ Anh,Cụm nhỏ,"Khám phá vũng biển cảng biển sầm uất, chiêm bái đền đèo linh thiêng, bãi biển hoang sơ và di tích đèo Hoành Sơn Quan.","• Cảng Quốc tế Vũng Áng

• Bãi biển Hoành Sơn

• Đền Chế thắng Phu nhân Nguyễn Thị Bích Châu (Đền Bà Chiêu)

• Hoành Sơn Quan (đoạn Hà Tĩnh)

• Mũi Đao

• Bãi biển Đèo Con

• Khu kinh tế Vũng Áng

• Bãi biển Kỳ Ninh

• Chùa Mới (Kỳ Anh)","Thiên Cầm, Vũ Quang, Vũng Chùa (Quảng Bình)"
144,Nghệ An,Vinh,Cụm lớn,"Du lịch đô thị trung tâm, thăm di tích lịch sử - tâm linh, ngoạn cảnh sông Lam núi Quyết và thưởng thức ẩm thực đặc sản xứ Nghệ.","• Thành phố Vinh

• Núi Quyết & Đền thờ Vua Quang Trung

• Quảng trường Hồ Chí Minh

• Thành cổ Vinh

• Chợ Vinh

• Chùa Cần Linh (Chùa Sư Nữ)

• Đền Hồng Sơn

• Lâm viên Núi Quyết

• Bờ sông Lam (TP. Vinh)

• Cầu Bến Thủy (đoạn Nghệ An)","Cửa Lò, Nam Đàn, Diễn Châu, Hồng Lĩnh (Hà Tĩnh)"
145,Nghệ An,Cửa Lò,Cụm lớn,"Nghỉ dưỡng biển đô thị sầm uất, thám hiểm đảo khơi xa, trải nghiệm cáp treo vượt biển và tổ hợp giải trí hiện đại.","• Bãi biển Cửa Lò

• Đảo Hòn Ngư (Song Ngư)

• Đảo Lan Châu

• Bãi biển Cửa Hội

• VinWonders Cửa Lò & Cáp treo Cửa Lò - Hòn Ngư

• Chợ hải sản Cửa Lò

• Đền Bút

• Chùa Lô Sơn (Chùa Sương)

• Làng chài Nghi Thủy","Vinh, Diễn Châu, Hồng Lĩnh (Hà Tĩnh)"
146,Nghệ An,Nam Đàn,Cụm nhỏ,"Hành hương Di tích Quốc gia Đặc biệt quê hương Bác Hồ, vãn cảnh thiền viện trên núi, di tích danh nhân và đồi chè đại ngàn.","• Khu di tích Quốc gia Đặc biệt Kim Liên (Quê Nội, Quê Ngoại Bác Hồ)

• Mộ bà Hoàng Thị Loan

• Chùa Đại Tuệ (Núi Động Nhan)

• Khu di tích Phan Bội Châu

• Đền Vua Mai Hắc Đế

• Đảo Chè Thanh Chương

• Đền Quả Sơn (Đô Lương)

• Đền Bạch Mã (Thanh Chương)

• Hồ Bàu Sen Nam Đàn","Vinh, Diễn Châu, Con Cuông, Hương Sơn (Hà Tĩnh)"
147,Nghệ An,Diễn Châu,Cụm lớn,"Khám phá tổ hợp vườn thú hoang dã safari lớn nhất Bắc Trung Bộ, chiêm bái đền miếu linh thiêng, bãi biển hoang sơ và thiền viện cổ.","• Khu du lịch sinh thái Mường Thanh Diễn Lâm (Safari Zoo, Công viên nước)

• Đền Cuông (Núi Mộ Dạ - Di tích An Dương Vương)

• Bãi biển Diễn Thành

• Bãi biển Cửa Hiền

• Chùa Gám (Yên Thành)

• Hồ Xuân Dương

• Lạch Vạn Diễn Châu","Vinh, Cửa Lò, Nam Đàn, Hoàng Mai, Nghĩa Đàn"
148,Nghệ An,Hoàng Mai,Cụm nhỏ,"Hành hương ngôi đền linh thiêng bậc nhất xứ Nghệ, trải nghiệm chuỗi bãi biển hoang sơ Biển Quỳnh, hồ thủy lợi và làng nghề truyền thống.","• Đền Cờn (Quỳnh Phương)

• Bãi biển Biển Quỳnh (Quỳnh Bảng, Quỳnh Phương, Quỳnh Nghĩa)

• Hồ Vực Mấu

• Hang Bua (Quỳnh Lưu)

• Làng muối Quỳnh Thuận

• Đền Cặp Tiên

• Chùa Mũi Bút","Diễn Châu, Nghĩa Đàn, Tĩnh Gia / Nghi Sơn (Thanh Hóa)"
149,Nghệ An,Nghĩa Đàn,Cụm lớn,"Check-in cánh đồng hoa hướng dương ngút ngàn, tham quan trang trại công nghệ cao, di chỉ khảo cổ thời đại đồ đồng và lâm viên sông Hiếu.","• Cánh đồng hoa hướng dương TH

• Trang trại bò sữa TH True Milk

• Di chỉ khảo cổ Quốc gia Làng Vạc (Thái Hòa)

• Lâm viên Sông Hiếu (Thái Hòa)

• Trại ổi Nghĩa Đàn

• Hồ Sông Sào

• Thác Hồ Than","Diễn Châu, Hoàng Mai, Quỳ Châu, Nam Đàn"
150,Nghệ An,Quỳ Châu,Cụm nhỏ,"Thám hiểm hệ thống đại thác nước nhiều tầng giữa núi rừng, khám phá hang động kỳ thú và văn hóa thổ cẩm dân tộc Thái.","• Danh thắng Hang Bua

• Thác Sao Va (Quế Phong)

• Thác Bảy Tầng (Quế Phong)

• Bảo tàng Văn hóa các dân tộc Quỳ Châu

• Làng dệt thổ cẩm Hoa Tiến

• Thác Tạt Tố

• Hồ Thủy điện Hứa Na","Nghĩa Đàn, Con Cuông, Kỳ Sơn, Như Xuân (Thanh Hóa)"
151,Nghệ An,Con Cuông,Cụm nhỏ,"Thám hiểm Vườn quốc gia đa dạng sinh học thế giới, chèo thuyền sông Giăng, tắm thác nguyên sinh Khe Kèm và du lịch cộng đồng bản làng.","• Vườn quốc gia Pù Mát

• Thác Khe Kèm

• Sông Giăng & Đập Phà Lài

• Làng du lịch cộng đồng Bản Nưa / Bản Cầm

• Khe Nước Mọc

• Rừng nguyên sinh Săng Lẻ

• Thác Chăng","Nam Đàn, Nghĩa Đàn, Quỳ Châu, Kỳ Sơn"
152,Nghệ An,Kỳ Sơn,Cụm nhỏ,"Săn mây ""cổng trời"" Mường Lống, chinh phục đỉnh núi cao nhất Bắc Trung Bộ, giao thương chợ phiên biên giới và thám hiểm đại ngàn Pơmu.","• Làng cổng trời Mường Lống (""Sapa của Nghệ An"")

• Đỉnh núi Pu Xai Lai Leng

• Cửa khẩu Quốc tế Nậm Cắn

• Chợ phiên Nậm Cắn

• Rừng Pơmu Tây Nghệ An

• Thủy điện Bản Vẽ (Tương Dương)

• Đền Lệ Mật (Tương Dương)","Con Cuông, Quỳ Châu"
153,Thanh Hóa,Thanh Hóa,Cụm lớn,"Du lịch đô thị trung tâm, khám phá di sản văn hóa sông Mã, núi Hàm Rồng huyền thoại và di chỉ khảo cổ Đông Sơn.","• Thành phố Thanh Hóa

• Cầu Hàm Rồng & Núi Hàm Rồng

• Thiền viện Trúc Lâm Hàm Rồng

• Làng cổ Đông Sơn & Di chỉ khảo cổ Đông Sơn

• Núi Nhồi (Hòn Vọng Phu)

• Quảng trường Lam Sơn

• Bảo tàng Thanh Hóa

• Công viên Hội An

• Chợ Tây Thành

• Đền Đồng Cổ (Yên Định)","Sầm Sơn, Hải Tiến, Lam Kinh, Cẩm Thủy, Bến En"
154,Thanh Hóa,Sầm Sơn,Cụm lớn,"Nghỉ dưỡng biển đô thị sầm uất, tổ hợp giải trí công viên nước hiện đại, di tích danh thắng ven biển và ẩm thực hải sản.","• Bãi biển Sầm Sơn

• Hòn Trống Mái

• Đền Độc Cước

• Đền Cô Tiên

• Đền Tô Hiến Thành (Sầm Sơn)

• Sun World Sầm Sơn

• FLC Lux Resort Sầm Sơn

• Bãi biển Quảng Nương (Quảng Xương)

• Chợ hải sản Sầm Sơn

• Nhà thờ Giáo xứ Sầm Sơn","Thanh Hóa, Hải Tiến, Nghi Sơn"
155,Thanh Hóa,Hải Tiến,Cụm nhỏ,"Nghỉ dưỡng biển sinh thái yên bình, nhảy dù lượn trên núi Linh Trường, vãn cảnh chùa ven biển và trải nghiệm làng chài.","• Bãi biển Hải Tiến

• Bãi biển Hoằng Trường

• Núi Linh Trường & Điểm bay dù lượn Linh Trường

• Chùa Bụt (Hoằng Hóa)

• Tượng đài Lão phụ nữ lão quân Hoằng Hóa

• Bãi đá Hòn Bò

• Cảng cá Hối Tào

• Đền thờ Bảy Bằng","Thanh Hóa, Sầm Sơn, Nga Sơn"
156,Thanh Hóa,Nghi Sơn,Cụm nhỏ,"Khám phá bãi biển hoang sơ, du lịch biển đảo ven bờ, chợ cá truyền thống sầm uất và di tích lịch sử vũng biển.","• Bãi biển Hải Hòa

• Bãi biển Bãi Đông (Đảo Nghi Sơn)

• Đảo Hòn Mê

• Đảo Hòn Bung

• Chợ cá Hải Thanh

• Đền Quang Trung (Nghi Sơn)

• Bãi biển Quảng Lợi

• Khu kinh tế Nghi Sơn

• Giếng Tiên Nghi Sơn","Sầm Sơn, Thanh Hóa, Bến En, Hoàng Mai (Nghệ An)"
157,Thanh Hóa,Pù Luông,Cụm nhỏ,"Thám hiểm sinh thái khu bảo tồn thiên nhiên, ngắm ruộng bậc thang kỳ vĩ, tắm thác nguyên sinh và du lịch cộng đồng bản làng.","• Khu bảo tồn thiên nhiên Pù Luông

• Bản Đôn

• Bản Hiêu

• Thác Hiêu

• Bản Kho Mường & Hang Kho Mường

• Đỉnh Pù Luông

• Chợ phiên Phố Đoàn

• Quần thể bản Son - Lặn - Cao (Bá Thước)

• Thác Mu (đoạn giáp ranh Bá Thước)","Cẩm Thủy, Lam Kinh, Mai Châu (Hòa Bình)"
158,Thanh Hóa,Cẩm Thủy,Cụm nhỏ,"Chiêm ngưỡng hiện tượng thiên nhiên kỳ thú Suối Cá Thần, thám hiểm hang động karst và du lịch văn hóa - sinh thái sông Mã.","• Suối Cá Thần Cẩm Lương

• Suối Cá Thần Văn Phong

• Danh thắng Chùa Tiên (Cẩm Thủy)

• Động Cây Đăng

• Sông Mã (đoạn Cẩm Thủy)

• Làng dệt thổ cẩm Cẩm Thủy

• Động Cây Tiên","Pù Luông, Lam Kinh, Thanh Hóa, Nga Sơn"
159,Thanh Hóa,Lam Kinh,Cụm nhỏ,"Hành hương Di tích Quốc gia Đặc biệt cội nguồn nhà Lê, khám phá kiến trúc lăng tẩm điện miếu và du lịch di sản lịch sử.","• Khu di tích Quốc gia Đặc biệt Lam Kinh (Thọ Xuân)

• Mộc Lăng

• Đền Lê Lai (Đền Tép - Ngọc Lặc)

• Cảng hàng không Thọ Xuân

• Di tích Bàn Đĩa

• Chùa Thượng Thọ

• Hang Bói

• Đền thờ Lê Hoàn (Thọ Xuân)","Thanh Hóa, Cẩm Thủy, Pù Luông, Bến En"
160,Thanh Hóa,Bến En,Cụm nhỏ,"Thám hiểm ""Hạ Long trên núi"" Vườn quốc gia, chèo thuyền du ngoạn lòng hồ Sông Mực và khám phá đại thác - hang động nguyên sinh.","• Vườn quốc gia Bến En (Như Thanh - Như Xuân)

• Hồ Sông Mực

• Động Ngọc

• Hang Lỗ Môn

• Đền Phủ Mật

• Thác Bảy Tầng (Như Xuân)

• Khu sinh thái Phố Bói","Thanh Hóa, Lam Kinh, Nghi Sơn, Quỳ Châu (Nghệ An)"
161,Thanh Hóa,Nga Sơn,Cụm nhỏ,"Thám hiểm hang động huyền thoại Tiên nữ Từ Thức, thăm di tích tích cổ tích Mai An Tiêm, làng nghề chiếu dệt truyền thống và căn cứ lịch sử.","• Động Từ Thức

• Di tích Đền thờ Mai An Tiêm

• Làng nghề chiếu dệt Nga Sơn

• Di tích Chiến khu Ba Đình

• Chùa Tiên (Nga Sơn)

• Bãi biển Nga Thủy","Hải Tiến, Cẩm Thủy, Tam Điệp / Kim Sơn (Ninh Bình)"
162,Ninh Bình,Ninh Bình,Cụm lớn,"Thám hiểm Quần thể Di sản Thế giới Tràng An, đi thuyền Tam Cốc - Bích Động, check-in Hang Múa, thăm Cố đô Hoa Lư và chiêm bái siêu chùa Bái Đính.","• Quần thể danh thắng Tràng An

• Tam Cốc - Bích Động

• Hang Múa

• Cố đô Hoa Lư

• Chùa Bái Đính

• Phố cổ Hoa Lư

• Động Am Tiên (Tuyệt Tình Cốc)

• Chùa Bích Động

• Đền Thái Vi

• Khu du lịch sinh thái Thung Nham (Vườn chim Thung Nham)

• Hồ Đồng Thái

• Núi Kỳ Lân

• Công viên khủng long Ninh Bình","Vân Long, Cúc Phương, Kim Sơn, Phủ Dầy (Nam Định), Tam Chúc (Hà Nam)"
163,Ninh Bình,Vân Long,Cụm nhỏ,"Đi thuyền thám hiểm Khu bảo tồn thiên nhiên Đầm Vân Long, tắm suối khoáng nóng thiên nhiên và vãn cảnh ""Nam thiên đệ tam động"".","• Khu bảo tồn thiên nhiên Đầm Vân Long

• Suối nước nóng Kênh Gà

• Chùa Địch Lộng & Động Địch Lộng

• Động Vân Trình

• Đầm Kênh Gà

• Chùa Nhất Trụ","Ninh Bình, Cúc Phương, Tam Chúc (Hà Nam), Phủ Lý (Hà Nam)"
164,Ninh Bình,Cúc Phương,Cụm nhỏ,"Trekking xuyên Vườn quốc gia lâu đời nhất Việt Nam, thăm động tiền sử, ngắm bướm mùa xuân và dã ngoại hồ núi hoang sơ.","• Vườn quốc gia Cúc Phương (Động Người Xưa, Cây chò ngàn năm, Trung tâm cứu hộ bảo tồn linh trưởng)

• Hồ Đồng Chương

• Động Sương Lâm

• Phủ Lối","Ninh Bình, Vân Long, Pù Luông (Thanh Hóa)"
165,Ninh Bình,Kim Sơn,Cụm nhỏ,"Chiêm ngưỡng kiệt tác kiến trúc Nhà thờ đá Phát Diệm, khám phá đầm sinh thái bãi bồi ven biển và làng nghề dệt chiếu truyền thống.","• Nhà thờ đá Phát Diệm

• Cồn Nổi Kim Sơn

• Khu bảo tồn thiên nhiên ngập mặn Kim Sơn

• Chợ Đồng Hướng

• Làng nghề chiếu Kim Sơn

• Đền thờ Nguyễn Công Trứ","Ninh Bình, Xuân Thủy (Nam Định), Nga Sơn (Thanh Hóa)"
166,Ninh Bình,Tam Chúc,Cụm nhỏ,"Hành hương ngôi chùa trên hồ lớn nhất thế giới, viếng chùa Địa Tạng Phi Lai thanh tịnh, thăm động miếu và làng gốm di sản.","• Quần thể danh thắng Tam Chúc (Chùa Tam Chúc, Hồ Tam Chúc)

• Chùa Địa Tạng Phi Lai (Thanh Liêm)

• Chùa Bà Đanh

• Ngũ Động Thi Sơn & Đền Trúc

• Chùa Phật Quang (Thanh Liêm)

• Làng gốm Quyết Thành

• Động Luộc Bồ","Phủ Lý, Vân Long (Ninh Bình), Hương Sơn (Hà Nội)"
167,Ninh Bình,Phủ Lý,Cụm lớn,"Du lịch tâm linh đền di sản, thưởng thức ẩm thực văn học làng Vũ Đại, khám phá làng nghề dệt lụa và kiến trúc đô thị bờ sông.","• Thành phố Phủ Lý

• Đền Trần Thương (Lý Nhân)

• Làng Vũ Đại (Làng Đại Hoàng - Nhà Bá Kiến, Cá kho Đội Hòa)

• Làng dệt lụa Nha Xá

• Chùa Bầu

• Chùa Lăng (Đền Lăng)

• Sông Đáy (đoạn Phủ Lý)

• Chợ Bầu

• Làng thêu Mơ Mập","Tam Chúc, Ninh Bình, Nam Định, Phủ Dầy (Nam Định)"
168,Ninh Bình,Nam Định,Cụm lớn,"Thăm Di tích Quốc gia Đặc biệt cội nguồn nhà Trần, kiến trúc chùa tháp cổ, làng hoa cây cảnh di sản và văn hóa ẩm thực Thành Nam.","• Thành phố Nam Định

• Khu di tích Lịch sử Đền Trần - Chùa Phổ Minh (Chùa Tháp)

• Chùa Cổ Lễ

• Làng hoa Vị Khê

• Bảo tàng Nam Định

• Làng nghề đúc đồng Cổ Chất

• Cầu Ngói Chợ Lương & Chùa Lương (Hải Hậu)

• Hồ Vị Xuyên

• Chợ Rồng Nam Định","Phủ Dầy, Xuân Thủy, Phủ Lý (Hà Nam), Thái Bình"
169,Ninh Bình,Phủ Dầy,Cụm nhỏ,"Trải nghiệm Di sản Văn hóa Thực hành Tín ngưỡng Thờ Mẫu Tam phủ, trẩy hội Chợ Viềng cầu may và du lịch sinh thái núi đồi.","• Quần thể di tích Phủ Dầy (Phủ Chính, Phủ Vân Cát)

• Chợ Viềng Phủ (Vụ Bản)

• Núi Gội

• Khu du lịch sinh thái Núi Ngăm

• Chùa Vọng Cung (Vụ Bản)

• Đền Linh Mụ","Nam Định, Phủ Lý (Hà Nam), Ninh Bình"
170,Ninh Bình,Xuân Thủy,Cụm nhỏ,"Thám hiểm Khu dự trữ sinh quyển thế giới Ramsar ngập mặn, check-in chuỗi nhà thờ kiến trúc Gothic kỳ vĩ và tắm biển dã ngoại.","• Vườn quốc gia Xuân Thủy

• Nhà thờ Giáo xứ Hưng Nghĩa

• Nhà thờ đổ Văn Lý (Hải Hậu)

• Bãi biển Quất Lâm

• Bãi biển Thịnh Long

• Tòa giám mục Bùi Chu

• Hải đăng Ba Tạt

• Nhà thờ Trung Linh","Nam Định, Kim Sơn (Ninh Bình), Thái Bình"
171,Hưng Yên,Thái Bình,Cụm lớn,"Du lịch đô thị trung tâm, vãn cảnh di tích Quốc gia Đặc biệt chùa cổ, trải nghiệm làng sinh thái miệt vườn và làng nghề truyền thống.","• Thành phố Thái Bình

• Chùa Keo (Vũ Thư - Di tích Quốc gia Đặc biệt)

• Làng vườn sinh thái Bách Thuận

• Làng nghề chạm bạc Đồng Xâm (Kiến Xương)

• Làng dệt chiếu Hới (Tân Lễ)

• Bảo tàng Thái Bình

• Công viên Kỳ Bá

• Chợ Bo

• Chùa Am (Thái Bình)","Đồng Bằng, Cồn Đen, Đồng Châu, Nam Định, Phủ Dầy (Nam Định)"
172,Hưng Yên,Đồng Bằng,Cụm nhỏ,"Hành hương di tích tâm linh Đức Vua Cha Bát Hải, lễ hội truyền thống đặc sắc và tham quan các ngôi đền cổ.","• Quần thể di tích Đền Đồng Bằng (Quỳnh Phụ)

• Đền Lăng (Quỳnh Phụ)

• Đền A Sào (Quỳnh Phụ - Di tích Tế Xá Trần Hưng Đạo)

• Đền Cung Vũ (Quỳnh Phụ)

• Chùa Lăng Vũ","Thái Bình, Cồn Đen, Phố Hiến (Hưng Yên), Hải Dương"
173,Hưng Yên,Cồn Đen,Cụm nhỏ,"Săn ảnh ""bãi biển vô cực"" độc đáo, thám hiểm rừng ngập mặn sinh thái Ramsar ven biển và tắm biển dã ngoại.","• Bãi biển vô cực Thụy Xuân / Thụy Trường

• Khu du lịch sinh thái Cồn Đen

• Rừng ngập mặn Thụy Trường

• Đền Het (Thái Thụy)

• Bãi biển Diêm Điền

• Cảng cá Diêm Điền","Thái Bình, Đồng Bằng, Đồng Châu, Xuân Thủy (Nam Định), Hải Phòng"
174,Hưng Yên,Đồng Châu,Cụm nhỏ,"Khám phá bãi bồi đồng ngao ven biển, du lịch sinh thái Cồn Vành, ngắm bình minh trên biển và thăm khu bảo tồn thiên nhiên.","• Bãi biển Đồng Châu

• Khu du lịch sinh thái Cồn Vành

• Khu bảo tồn thiên nhiên Đất ngập nước Tiền Hải

• Hải đăng Ba Lát (đoạn Thái Bình)

• Bãi biển Cồn Thủ

• Đền Đồng Xâm (Tiền Hải)","Thái Bình, Cồn Đen, Xuân Thủy (Nam Định)"
175,Hưng Yên,Phố Hiến,Cụm lớn,"Khám phá quần thể di sản thương cảng Phố Hiến ""Thứ nhất Kinh Kỳ, thứ nhì Phố Hiến"", vãn cảnh chùa cổ tâm linh và thưởng thức đặc sản nhãn lồng.","• Quần thể di tích Quốc gia Đặc biệt Phố Hiến (Chùa Chuông, Đền Mẫu Hưng Yên, Văn Miếu Xích Đằng, Chùa Hiến & Cây nhãn tổ, Đền Trần Hưng Yên, Đền Nam Hòa, Hồ Bán Nguyệt)

• Thành cổ Hưng Yên

• Chợ Càng

• Chùa Phố (Hưng Yên)

• Chùa Cả Hưng Yên","Chử Đồng Tử, Làng Nôm, Phủ Lý (Hà Nam), Nam Định, Đồng Bằng (Thái Bình)"
176,Hưng Yên,Chử Đồng Tử,Cụm nhỏ,"Hành hương cụm đền thờ Chử Đồng Tử - Tiên Dung, thưởng thức đặc sản gà Đông Tảo và ngoạn cảnh bãi bồi sông Hồng.","• Đền Đa Hòa (Khoái Châu)

• Đền Dạ Trạch (Khoái Châu)

• Làng gà Đông Tảo (Khoái Châu)

• Cây nhãn cổ Kim Động

• Bãi bồi sông Hồng Khoái Châu

• Chợ Cảnh Anh (Khoái Châu)","Phố Hiến, Văn Giang, Làng Nôm, Phủ Lý (Hà Nam), Hà Nội"
177,Hưng Yên,Văn Giang,Cụm lớn,"Thám hiểm tổ hợp giải trí - đô thị nghỉ dưỡng sinh thái hiện đại, mua sắm ẩm thực quốc tế và tham quan làng hoa cây cảnh.","• Grand World / Ocean City (Ocean Park 2 & 3)

• Khu đô thị sinh thái Ecopark

• Làng hoa cây cảnh Phụng Công

• Làng gốm Xuân Quan

• Chợ gốm Xuân Quan

• Chùa Lộc Triều","Chử Đồng Tử, Làng Nôm, Hà Nội, Bắc Ninh"
178,Hưng Yên,Làng Nôm,Cụm nhỏ,"Thăm làng cổ kiến trúc gạch đồng nổi tiếng Bắc Bộ, vãn cảnh cầu đá cổ - chùa cổ di sản và thưởng thức đặc sản tương Bần truyền thống.","• Quần thể Làng cổ Nôm (Chùa Nôm, Cầu đá cổ Làng Nôm, Đình Làng Nôm, Cổng làng Nôm - Văn Lâm)

• Làng nghề tương Bần (Yên Nhân - Mỹ Hào)

• Di tích Chùa Thái Lạc (Văn Lâm)

• Làng đúc đồng Lại Yên (Mỹ Hào)

• Chùa Cổ Am (Mỹ Hào)","Phố Hiến, Chử Đồng Tử, Văn Giang, Bắc Ninh, Hải Dương"
179,Thành phố Hải Phòng,Hải Dương,Cụm lớn,"Du lịch đô thị di sản, tìm hiểu làng nghề gốm sứ cổ truyền, thưởng thức đặc sản bánh đậu xanh, vải thiều và tham quan các cụm danh thắng đồng bằng.","• Thành phố Hải Dương

• Làng gốm Chu Đậu (Nam Sách)

• Khu du lịch sinh thái Đảo Cò Chi Lăng Nam (Thanh Miện)

• Vườn vải thiều Thanh Hà

• Phường rối nước Thanh Hải (Thanh Hà)

• Chùa Giám (Cẩm Giàng)

• Đền Xưa (Cẩm Giàng)

• Đền Tranh (Ninh Giang)

• Chùa Muống (Kim Thành)

• Chợ Rồng Hải Dương

• Công viên Bạch Đằng (TP. Hải Dương)","Côn Sơn, Kinh Môn, Phố Hiến (Hưng Yên), Làng Nôm (Hưng Yên), Đồng Bằng (Thái Bình), Hải Phòng"
